company_id,cfo_pat_ratio,cfo_quality_label,capex_intensity,distress_signal,deleveraging_flag,profit_margin,operating_margin,eps_growth,debt_equity,asset_utilization,company_name,overall_score,rank
2,0.9840533777889515,Moderate,2.522872060239087,0,1,0.1344804031223225,0.1647082845921125,-0.2050981049807145,0.05477065937163691,0.1349262241870493,Infosys,59.00695497112381,10
4,1.59603706765941,High Quality,1.25943267257312,0,2,0.1366286404199074,0.2245702620690972,-0.3869749882019821,0.5068655090109327,0.07180471633821466,HDFC Bank,72.4672034831158,9
3,1.559843338624595,High Quality,0.699168749693949,0,1,0.1675992020035929,0.2012184171524204,2.969834945930563,0.4191007504819929,0.1021165671917861,Reliance Industries,72.70197162272832,8
7,1.561255524891731,High Quality,2.183325338392343,0,3,0.1731360734665407,0.2081009612904406,0.4646359001176625,0.4688890984080797,0.0581814843729843,ITC,72.71293548937322,7
6,1.598004036101413,High Quality,0.5953234440206299,0,1,0.1663960808284734,0.2004803755402137,-0.4801347583643122,0.3035931850187357,0.04904413605132491,Larsen & Toubro,76.06529147876421,6
1,1.936924962814999,High Quality,1.350303128590931,0,4,0.1474718686918066,0.2005439160439058,0.9418511603094156,0.1766978479616869,0.05923014694291578,TCS,87.56265473376878,5
10,2.251408172685621,High Quality,2.052862040861323,0,3,0.1730921056635006,0.1756405370036172,-0.8778722988168574,0.4918385199197673,0.09084257089582042,Wipro,92.09635505447376,4
8,2.719418325411748,High Quality,1.306796626822224,0,0,0.1446873859976908,0.222674922155334,1.843876177658143,0.442882627669371,0.09072567140801849,Bharti Airtel,107.1027367262807,3
9,2.800357062212427,High Quality,0.6444477823271935,0,1,0.1344154757411822,0.1824918607255058,5.80112269446672,0.2987327562173634,0.1053967961829702,Axis Bank,110.4859766693223,2
5,5.695693798925716,High Quality,0.4136748100511429,0,2,0.1562351157189172,0.2025991298047038,2.167457627118644,0.6802516146610602,0.09082734730424921,ICICI Bank,192.7166267638801,1
